Source,Target,Type
1,1,Directed
1,3,Directed
1,9,Directed
1,12,Directed
1,15,Directed
1,19,Directed
1,20,Directed
1,21,Directed
1,24,Directed
1,29,Directed
2,2,Directed
2,3,Directed
2,6,Directed
2,7,Directed
2,9,Directed
2,10,Directed
2,11,Directed
2,12,Directed
2,13,Directed
2,14,Directed
2,15,Directed
2,16,Directed
2,17,Directed
2,18,Directed
2,19,Directed
2,20,Directed
2,21,Directed
2,22,Directed
2,23,Directed
2,25,Directed
2,26,Directed
2,27,Directed
2,28,Directed
3,1,Directed
3,2,Directed
3,3,Directed
3,4,Directed
3,7,Directed
3,9,Directed
3,11,Directed
3,12,Directed
3,13,Directed
3,15,Directed
3,17,Directed
3,19,Directed
3,20,Directed
3,21,Directed
3,23,Directed
3,24,Directed
3,25,Directed
3,26,Directed
3,29,Directed
4,3,Directed
4,4,Directed
4,7,Directed
4,8,Directed
4,13,Directed
4,15,Directed
4,17,Directed
4,21,Directed
4,23,Directed
4,25,Directed
4,26,Directed
5,5,Directed
5,6,Directed
5,14,Directed
5,17,Directed
5,18,Directed
5,22,Directed
5,28,Directed
6,2,Directed
6,5,Directed
6,6,Directed
6,10,Directed
6,13,Directed
6,14,Directed
6,17,Directed
6,18,Directed
6,22,Directed
6,25,Directed
6,28,Directed
7,2,Directed
7,3,Directed
7,4,Directed
7,7,Directed
7,8,Directed
7,9,Directed
7,11,Directed
7,12,Directed
7,13,Directed
7,14,Directed
7,15,Directed
7,17,Directed
7,18,Directed
7,19,Directed
7,20,Directed
7,21,Directed
7,22,Directed
7,23,Directed
7,25,Directed
7,26,Directed
7,28,Directed
7,29,Directed
8,4,Directed
8,7,Directed
8,8,Directed
8,23,Directed
8,26,Directed
9,1,Directed
9,2,Directed
9,3,Directed
9,7,Directed
9,9,Directed
9,10,Directed
9,11,Directed
9,12,Directed
9,13,Directed
9,15,Directed
9,16,Directed
9,17,Directed
9,19,Directed
9,20,Directed
9,21,Directed
9,24,Directed
9,25,Directed
9,27,Directed
9,29,Directed
10,2,Directed
10,6,Directed
10,9,Directed
10,10,Directed
10,11,Directed
10,13,Directed
10,16,Directed
10,17,Directed
10,18,Directed
10,19,Directed
10,21,Directed
10,22,Directed
10,25,Directed
10,27,Directed
